Marka,Model,Year,Price,Brand ID,Model ID
Hyundai,Accent,2023,9400000,13,50
Toyota,Camry,2015,12800000,0,38
Toyota,Ipsum,1997,2800000,0,211
Nissan,Patrol,2013,29900000,17,29
BMW,X7,2022,72000000,11,147
Mercedes-Benz,C 280,2006,4900000,12,47
Subaru,Forester,1997,2300000,19,118
Mercedes-Benz,E 250,2014,15000000,12,163
Toyota,Crown,1999,6500000,0,354
Mazda,Cronos,1992,1100000,18,32
Toyota,Highlander,2013,9000000,0,19
Mercedes-Benz,G 63 AMG,2022,130000000,12,199
Suzuki,Grand Vitara,2000,2700000,21,180
Toyota,Crown Majesta,2007,7400000,0,577
Mercedes-Benz,E 280,1997,3444444,12,140
VAZ,Kalina 2194,2014,1700000,16,588
Nissan,Maxima,1996,2300000,17,76
Lexus,IS 200,2016,14500000,20,840
Mercedes-Benz,C 280,2006,4900000,12,47
Subaru,Forester,1997,2300000,19,118
Mercedes-Benz,E 250,2014,15000000,12,163
Toyota,Crown,1999,6500000,0,354
Mazda,Cronos,1992,1100000,18,32
Toyota,Highlander,2013,9000000,0,19
Mercedes-Benz,G 63 AMG,2022,130000000,12,199
Suzuki,Grand Vitara,2000,2700000,21,180
Toyota,Crown Majesta,2007,7400000,0,577
Mercedes-Benz,E 280,1997,3444444,12,140
VAZ,Kalina 2194,2014,1700000,16,588
Nissan,Maxima,1996,2300000,17,76
Lexus,IS 200,2016,14500000,20,840
Kia,K5,2020,15600000,2,4
Kia,Rio,2015,5100000,2,151
Kia,K5,2022,14900000,2,4
Toyota,Camry,2018,14000000,0,38
Chevrolet,Tracker,2021,10470000,22,506
Subaru,Legacy,1995,2700000,19,62
VAZ,2114,2013,1800000,16,27
Subaru,Legacy,1995,2700000,19,62
VAZ,2114,2013,1800000,16,27
Hyundai,Sonata,1997,350000,13,20
VAZ,Priora 2170,2011,1250000,16,44
Ford,Transit,2000,3500000,24,123
Mercedes-Benz,E 280,1998,4100000,12,140
Toyota,Hilux,2021,22000000,0,138
Land Rover,Range Rover,2006,7500000,4,6
Toyota,Land Cruiser,2015,37000000,0,43
Toyota,RAV 4,2016,12900000,0,93
Mercedes-Benz,S 500,2000,3750000,12,37
VAZ,2114,2013,2400000,16,27
Toyota,Carina E,1995,1500000,0,18
Subaru,Legacy,1997,2000000,19,62
Fiat,Ducato,2014,9000000,70,562
Subaru,Impreza,2018,7500000,19,97
Mercedes-Benz,C 200,2011,8100000,12,472
Toyota,Camry,2006,7000000,0,38
VAZ,2114,2013,800000,16,27
Toyota,Camry,2006,7000000,0,38
VAZ,2114,2013,800000,16,27
Volkswagen,Golf,1997,1550000,23,85
Mitsubishi,Outlander,2022,12000000,14,77
Volkswagen,Golf,2001,2400000,23,85
Nissan,X-Trail,2015,9500000,17,58
BMW,525,1992,2100000,11,49
Toyota,Camry,2006,7000000,0,38
Mitsubishi,Delica,2005,10300000,14,81
Mercedes-Benz,S 500,2007,8888800,12,37
VAZ,Priora 2170,2013,2528768,16,44
Hyundai,Tucson,2017,11000000,13,107
Mercedes-Benz,E 220,1994,2100000,12,16
BMW,,2021,27500000,11,426
Toyota,Land Cruiser Prado,2023,36000000,0,21
ZAZ,Chance,2010,1100000,47,206
Toyota,RAV 4,1999,2900000,0,93
Mercedes-Benz,S 320,1998,8900000,12,240
Mercedes-Benz,S 430,2001,2450000,12,841
Daewoo,Nexia,2011,1000000,37,133
Toyota,Land Cruiser Prado,2023,36000000,0,21
ZAZ,Chance,2010,1100000,47,206
Toyota,RAV 4,1999,2900000,0,93
Mercedes-Benz,S 320,1998,8900000,12,240
Mercedes-Benz,S 430,2001,2450000,12,841
Daewoo,Nexia,2011,1000000,37,133
Toyota,RAV 4,1995,3700000,0,93
Toyota,Avensis,1998,3500000,0,51
Mazda,6,2018,13990000,18,237
Mitsubishi,Space Gear,1995,3500000,14,492
Nissan,Pulsar,1997,1800000,17,842
VAZ,2121 Niva,2012,2100000,16,319
Toyota,Camry,2007,6200000,0,38
Toyota,Camry,2015,11500000,0,38
Toyota,RAV 4,2019,16250000,0,93
Toyota,Highlander,2008,10700000,0,19
Mazda,6,2003,2700000,18,237
Toyota,Carina E,1996,2000000,0,18
Toyota,Camry,2020,18800000,0,38
VAZ,2121 Niva,2012,2100000,16,319
Toyota,Camry,2007,6200000,0,38
Toyota,Camry,2015,11500000,0,38
Toyota,RAV 4,2019,16250000,0,93
Toyota,Highlander,2008,10700000,0,19
Mazda,6,2003,2700000,18,237
Toyota,Carina E,1996,2000000,0,18
Toyota,Camry,2020,18800000,0,38
Porsche,Panamera,2013,23500000,8,40
Toyota,Camry,2007,6300000,0,38
Mazda,626,1992,800000,18,204
Kia,Sorento,2021,27500000,2,64
Mazda,626,1988,800000,18,204
Lexus,GS 300,1998,5000000,20,80
Hyundai,Santa Fe,2021,21800000,13,67
Nissan,Primera,1991,690000,17,216
Mitsubishi,Pajero,2007,9500000,14,102
VAZ,2115,2012,1550000,16,435
Toyota,Land Cruiser Prado,1999,6900000,0,21
Lincoln,Town Car,1999,1700000,54,843
Lexus,GS 300,1998,5000000,20,80
Hyundai,Santa Fe,2021,21800000,13,67
Nissan,Primera,1991,690000,17,216
Mitsubishi,Pajero,2007,9500000,14,102
VAZ,2115,2012,1550000,16,435
Toyota,Land Cruiser Prado,1999,6900000,0,21
Lincoln,Town Car,1999,1700000,54,843
Subaru,Tribeca,2006,4900000,19,557
Daewoo,Matiz,2013,950000,37,275
Mazda,626,1995,1250000,18,204
Toyota,Camry,2020,16500000,0,38
Toyota,Tacoma,2013,17000000,0,9
Hyundai,Palisade,2023,33700000,13,144
Hyundai,Grandeur,2022,27800000,13,108
Lexus,LX 570,2014,28500000,20,36
Mercedes-Benz,G 500,2002,13000000,12,332
Toyota,Harrier,2005,6200000,0,518
Mercedes-Benz,A 180,2013,9000000,12,646
Daewoo,Nexia,2012,1620000,37,133
Land Rover,Range Rover,1998,4800000,4,6
Land Rover,Range Rover,1998,4800000,4,6
Toyota,Carina E,1998,1999999,0,18
Audi,A4,1996,1650000,6,134
Toyota,Corolla,1993,750000,0,65
Volkswagen,Polo,2018,7145000,23,152
BMW,X5,2013,14000000,11,30
VAZ,Largus,2017,4800000,16,323
BMW,X5,2018,41000000,11,30
Subaru,Outback,2011,7100000,19,33
GAZ,GAZel',1998,2600000,32,95
Mercedes-Benz,Sprinter,2007,8000000,12,145
Toyota,Carina E,1993,1800000,0,18
Kia,K9,2021,23000000,2,290
GAZ,GAZel',1998,2600000,32,95
Hyundai,Avante,2007,2500000,13,150
Mitsubishi,Galant,1996,450000,14,155
Mercedes-Benz,S 320,1995,5350000,12,240
Nissan,Qashqai,2007,4800000,17,182
Lexus,RX 300,2022,41000000,20,98
Lexus,RX 300,2022,41000000,20,98
Volkswagen,Passat,1992,1350000,23,101
Honda,CR-V,1997,4200000,15,174
Bentley,Continental Flying Spur,2007,15300000,46,759
Volkswagen,Passat,2004,2500000,23,101
Toyota,Camry,1993,2500000,0,38
BMW,X7,2022,77000000,11,147
Subaru,Impreza,2017,7000000,19,97
Mercedes-Benz,E 280,1995,3800000,12,140
GAZ,Sobol',2005,5700000,32,826
Toyota,Land Cruiser Prado,2003,11500000,0,21
Toyota,Windom,1995,1600000,0,104
Kia,Optima,2018,11500000,2,239
Toyota,Corolla,2021,11700000,0,65
Changan,UNI-K,2023,17500000,30,249
Nissan,NP300,2008,4000000,17,844
Mercedes-Benz,S 500,2008,8000000,12,37
Mercedes-Benz,S 63 AMG,2014,38500000,12,42
Kia,Stinger,2019,13000000,2,265
Mercedes-Benz,Sprinter,2015,17000000,12,145
Subaru,Legacy,2005,4400000,19,62
Volkswagen,Transporter,1993,3500000,23,46
BMW,318,1996,2200000,11,129
Mitsubishi,Eclipse Cross,2021,15900000,14,537
Nissan,Patrol,2013,15950000,17,29
Toyota,Corolla,2006,2500000,0,65
Hyundai,Elantra,2017,8300000,13,17
Toyota,Camry,2006,6200000,0,38
Chevrolet,Spark,2020,4700000,22,137
BMW,X6 M,2021,83000000,11,170
GAZ,GAZel',2012,6666666,32,95
Toyota,Land Cruiser,2020,43400000,0,43
Mercedes-Benz,C 180,2023,32000000,12,25
Toyota,Land Cruiser Prado,2021,35000000,0,21
Subaru,Legacy,2003,2470000,19,62
BMW,745,2004,7800000,11,823
Hyundai,Accent,2014,4500000,13,50
Subaru,Forester,1998,3500000,19,118
VAZ,Priora 2170,2014,3650000,16,44
BMW,X5,2003,6100000,11,30
Toyota,Land Cruiser Prado,2021,35000000,0,21
Subaru,Legacy,2003,2470000,19,62
BMW,745,2004,7800000,11,823
Hyundai,Accent,2014,4500000,13,50
Subaru,Forester,1998,3500000,19,118
VAZ,Priora 2170,2014,3650000,16,44
BMW,X5,2003,6100000,11,30
Infiniti,QX56,2004,3500000,28,395
Mitsubishi,Pajero IO,1999,2800000,14,156
Hyundai,Galloper,1997,2700000,13,837
Toyota,Corolla,2014,7300000,0,65
VAZ,2114,2013,1500000,16,27
Subaru,Legacy,1989,550000,19,62
Toyota,Estima,2009,8900000,0,2
Mercedes-Benz,S 320,1994,3800000,12,240
Mercedes-Benz,A 180,2014,10000000,12,646
Dodge,Ram,2005,13500000,5,353
BMW,325,2005,5000000,11,452
Toyota,RAV 4,2012,10699999,0,93
GAZ,GAZel',2013,6000000,32,95
GAZ,GAZel',2013,6000000,32,95
Toyota,Alphard,2008,14500000,0,1
Mitsubishi,Lancer,2014,5800000,14,228
VAZ,2107,1998,1200000,16,302
Toyota,Alphard,2018,36000000,0,1
Hyundai,Tucson,2022,17000000,13,107
Toyota,Camry,2006,5500000,0,38
Toyota,Estima,2006,7000000,0,2
Toyota,Hilux,2012,12700000,0,138
Chery,Tiggo 5,2023,10500000,60,845
Hyundai,i40,2013,7350000,13,797
Hyundai,Elantra,2019,9999000,13,17
GAZ,GAZel',1999,1700000,32,95
Mercedes-Benz,S 320,1998,3800000,12,240
Renault,Sandero Stepway,2014,3600000,49,753
Subaru,BRZ,2013,11300000,19,846
Honda,CR-V,1998,3900000,15,174
Volkswagen,Passat,1990,790000,23,101
Volkswagen,Passat,2018,9100000,23,101
Subaru,Legacy,2000,2750000,19,62
Subaru,Legacy,2000,2750000,19,62
Toyota,Corona Exiv,1994,1400000,0,489
BMW,328,2016,12300000,11,401
Toyota,Caldina,1995,3000000,0,356
VAZ,21099,1995,700000,16,405
Mitsubishi,Outlander,2022,20500000,14,77
Hyundai,Accent,2015,5600000,13,50
Toyota,Avensis,2002,2500000,0,51
Toyota,Mark II,1994,2500000,0,287
Li,L9,2023,39000000,45,192
Kia,K3,2022,13900000,2,171
Lexus,GS 300,2005,4500000,20,80
Daewoo,Nexia,2011,1800000,37,133
Porsche,Cayenne,2008,7000000,8,12
Nissan,Patrol,1995,3500000,17,29
Mercedes-Benz,C 280,1994,2500000,12,47
VAZ,2121 Niva,2021,6450000,16,319
Chevrolet,Cruze,2013,4200000,22,45
Opel,Vectra,2002,1300000,27,72
Kia,K3,2021,10800000,2,171
Kia,K3,2021,10800000,2,171
Mercedes-Benz,E 230,1988,800000,12,153
Mercedes-Benz,E 220,2008,6500000,12,16
VAZ,2114,2013,1550000,16,27
BMW,525,1991,2400000,11,49
Ravon,Nexia R3,2017,4050000,55,444
Nissan,Patrol,2000,6000000,17,29
Volkswagen,Passat,2005,3450000,23,101
Mitsubishi,Lancer,1994,800000,14,228
Nissan,Maxima,1998,2000000,17,76
Toyota,Land Cruiser,2007,11990000,0,43
Nissan,Cefiro,1995,1850000,17,35
Hyundai,Sonata,2020,11950000,13,20
Mercedes-Benz,E 250,2009,8300000,12,163
Daewoo,Nexia,2012,1590000,37,133
Mercedes-Benz,ML 400,2003,4500000,12,267
Toyota,Camry,2006,6400000,0,38
Nissan,Juke,2013,6500000,17,254
VAZ,Priora 2170,2007,1050000,16,44
BMW,X5,2017,23000000,11,30
Land Rover,Defender,2020,51000000,4,309
Volkswagen,Polo,2017,6550000,23,152
Nissan,Cefiro,1998,3500000,17,35
Toyota,Avensis,2002,2800000,0,51
VAZ,2115,2004,400000,16,435
UAZ,Patriot,2013,3400000,1,181
Maserati,Quattroporte,2008,15000000,10,14
Audi,100,1993,1860000,6,22
Toyota,Camry,2013,10800000,0,38
BMW,740,2006,8700000,11,73
BMW,520,2021,35000000,11,281
Toyota,Camry,2018,10500000,0,38
BMW,540,1990,3000000,11,56
Honda,Odyssey,1997,2900000,15,297
VAZ,Priora 2172,2008,1350000,16,277
Volkswagen,Passat,1989,550000,23,101
Kia,K3,2022,13500000,2,171
Lexus,ES 300,1999,4300000,20,355
VAZ,2121 Niva,2013,2800000,16,319
Mercedes-Benz,Sprinter,2007,8700000,12,145
GAZ,GAZel',2007,5000000,32,95
Kia,K3,2022,13900000,2,171
Toyota,Alphard,2006,12100000,0,1
VAZ,2109,1997,700000,16,300
Toyota,Camry,2016,13500000,0,38
Toyota,Avensis,2004,4950000,0,51
Audi,Q7,2009,8990000,6,131
Hyundai,Starex,2019,19200000,13,54
Kia,Sedona,2017,10000000,2,847
Opel,Vectra,1997,150000,27,72
Volkswagen,Golf,1990,600000,23,85
Toyota,Camry,1993,1800000,0,38
Hyundai,Elantra,2016,8750000,13,17
Volkswagen,e-Bora,2020,16000000,23,848
Mercedes-Benz,CLA 250,2020,36000000,12,849
Nissan,Safari,1996,4500000,17,850
Toyota,Land Cruiser Prado,1998,7300000,0,21
BMW,X5,2004,8000000,11,30
Land Rover,Defender,2022,74000000,4,309
Toyota,Corolla,2013,7000000,0,65
Land Rover,Defender,2022,74000000,4,309
Toyota,Corolla,2013,7000000,0,65
Toyota,4Runner,2018,22000000,0,82
Nissan,Juke,2013,6400000,17,254
Toyota,Carina E,1995,1750000,0,18
Mercedes-Benz,S 320,1999,3500000,12,240
Jaguar,F-Pace,2022,52972000,39,777
Toyota,Carina E,1994,4150000,0,18
Toyota,Camry,2007,6300000,0,38
Toyota,Carina E,1993,4100000,0,18
Mercedes-Benz,Vaneo,2003,3000000,12,851
Toyota,Camry,2005,5200000,0,38
Mitsubishi,L300,1993,2850000,14,565
Mercedes-Benz,Sprinter,1996,3360000,12,145
Toyota,Camry,2019,16000000,0,38
Lexus,LX 600,2022,83000000,20,230
Nissan,Bluebird,1997,1500000,17,852
Volkswagen,Golf,1994,2300000,23,85
Mitsubishi,L200,2022,13490000,14,207
Porsche,Taycan,2021,67800000,8,241
Porsche,Cayenne Coupe,2021,61000000,8,271
BMW,X5 M,2022,79500000,11,15
Mitsubishi,Delica,1995,2800000,14,81
VAZ,Granta 2191,2017,6000000,16,700
Kia,Ray,2022,7555000,2,334
Porsche,Macan,2021,32000000,8,126
Lexus,RX 350,2010,11990000,20,66
Toyota,bZ4X,2022,18900000,0,293
Toyota,Previa,1991,3000000,0,317
Subaru,Legacy,1997,1300000,19,62
BMW,745,2003,4500000,11,823
Toyota,RAV 4,2001,6000000,0,93
Toyota,Camry,2019,17400000,0,38
Ford,Mustang,2011,15000000,24,53
Toyota,Previa,1991,1500000,0,317
Lexus,ES 300,2002,5600000,20,355
Toyota,bZ4X,2022,18000000,0,293
Mercedes-Benz,E 280,2000,6800000,12,140
Nissan,Terrano,2019,8900000,17,28
Toyota,Corolla,2019,9990000,0,65
Toyota,RAV 4,2001,6000000,0,93
Toyota,Camry,2019,17400000,0,38
Ford,Mustang,2011,15000000,24,53
Toyota,Previa,1991,1500000,0,317
Lexus,ES 300,2002,5600000,20,355
Toyota,bZ4X,2022,18000000,0,293
Mercedes-Benz,E 280,2000,6800000,12,140
Nissan,Terrano,2019,8900000,17,28
Toyota,Corolla,2019,9990000,0,65
VAZ,Granta 2190,2023,5690000,16,327
Toyota,Scepter,1995,2700000,0,853
Daewoo,Nexia,2014,2600000,37,133
Hyundai,Accent,2019,8300000,13,50
Hyundai,Sonata,2021,19000000,13,20
Mercedes-Benz,G 500,1994,8000000,12,332
Toyota,Corolla,2008,5200000,0,65
Hyundai,Staria,2021,20200000,13,90
Lincoln,Town Car,2000,1500000,54,843
Mazda,323,1995,1350000,18,331
VAZ,2110,1998,900000,16,202
Nissan,Terrano,2019,8900000,17,28
Toyota,Corolla,2019,9990000,0,65
VAZ,Granta 2190,2023,5690000,16,327
Toyota,Scepter,1995,2700000,0,853
Daewoo,Nexia,2014,2600000,37,133
Hyundai,Accent,2019,8300000,13,50
Hyundai,Sonata,2021,19000000,13,20
Mercedes-Benz,G 500,1994,8000000,12,332
Toyota,Corolla,2008,5200000,0,65
Hyundai,Staria,2021,20200000,13,90
Lincoln,Town Car,2000,1500000,54,843
Mazda,323,1995,1350000,18,331
VAZ,2110,1998,900000,16,202
Nissan,Qashqai,2019,12000000,17,182
Hyundai,Sonata,2020,7200000,13,20
Mitsubishi,Chariot,1999,3700000,14,235
Lexus,GX 460,2022,47900000,20,318
Chrysler,PT Cruiser,2006,1750000,80,854
Kia,K8,2021,23600000,2,100
VAZ,2121 Niva,1996,1250000,16,319
Toyota,Corolla,2013,7000000,0,65
Toyota,4Runner,2018,22000000,0,82
Nissan,Juke,2013,6400000,17,254
Toyota,Carina E,1995,1750000,0,18
Mercedes-Benz,S 320,1999,3500000,12,240
Jaguar,F-Pace,2022,52972000,39,777
Toyota,Carina E,1994,4150000,0,18
Toyota,Camry,2007,6300000,0,38
Toyota,Carina E,1993,4100000,0,18
Mercedes-Benz,Vaneo,2003,3000000,12,851
Toyota,Camry,2005,5200000,0,38
Mitsubishi,L300,1993,2850000,14,565
Mercedes-Benz,Sprinter,1996,3360000,12,145
Toyota,Camry,2019,16000000,0,38
Lexus,LX 600,2022,83000000,20,230
Nissan,Bluebird,1997,1500000,17,852
Volkswagen,Golf,1994,2300000,23,85
Mitsubishi,L200,2022,13490000,14,207
Porsche,Taycan,2021,67800000,8,241
Toyota,Land Cruiser Prado,2021,30000000,0,21
Nissan,Bluebird,1997,1500000,17,852
Volkswagen,Golf,1994,2300000,23,85
Mitsubishi,L200,2022,13490000,14,207
Porsche,Taycan,2021,67800000,8,241
Toyota,Land Cruiser Prado,2021,30000000,0,21
Mitsubishi,Galant,1999,1300000,14,155
Porsche,Cayenne Coupe,2021,61000000,8,271
BMW,X5 M,2022,79500000,11,15
Mitsubishi,Delica,1995,2800000,14,81
VAZ,Granta 2191,2017,6000000,16,700
Kia,Ray,2022,7555000,2,334
Porsche,Macan,2021,32000000,8,126
Lexus,RX 350,2010,11990000,20,66
Toyota,bZ4X,2022,18900000,0,293
Toyota,Previa,1991,3000000,0,317
Subaru,Legacy,1997,1300000,19,62
BMW,745,2003,4500000,11,823
Toyota,RAV 4,2001,6000000,0,93
Toyota,Camry,2019,17400000,0,38
Ford,Mustang,2011,15000000,24,53
Toyota,Camry,2019,17400000,0,38
Ford,Mustang,2011,15000000,24,53
Toyota,Previa,1991,1500000,0,317
Lexus,ES 300,2002,5600000,20,355
Toyota,bZ4X,2022,18000000,0,293
Mercedes-Benz,E 280,2000,6800000,12,140
Nissan,Terrano,2019,8900000,17,28
Toyota,Corolla,2019,9990000,0,65
VAZ,Granta 2190,2023,5690000,16,327
Toyota,Scepter,1995,2700000,0,853
Daewoo,Nexia,2014,2600000,37,133
Hyundai,Accent,2019,8300000,13,50
Hyundai,Sonata,2021,19000000,13,20
Mercedes-Benz,G 500,1994,8000000,12,332
Toyota,Corolla,2008,5200000,0,65
Hyundai,Staria,2021,20200000,13,90
Lincoln,Town Car,2000,1500000,54,843
Mazda,323,1995,1350000,18,331
VAZ,2110,1998,900000,16,202
Nissan,Qashqai,2019,12000000,17,182
Hyundai,Sonata,2020,7200000,13,20
Mitsubishi,Chariot,1999,3700000,14,235
Lexus,GX 460,2022,47900000,20,318
Chrysler,PT Cruiser,2006,1750000,80,854
Kia,K8,2021,23600000,2,100
VAZ,2121 Niva,1996,1250000,16,319
Toyota,Land Cruiser Prado,2007,11190000,0,21
Kia,Optima,2018,9905000,2,239
Toyota,Camry,2002,5800000,0,38
Suzuki,DZire,2021,8500000,21,855
Volkswagen,Passat,2013,5999990,23,101
Mitsubishi,Pajero,1995,2900000,14,102
Mazda,626,1998,2500000,18,204
Toyota,Camry,2014,11500000,0,38
Lexus,RX 350,2010,13200000,20,66
Subaru,Legacy,1997,2300000,19,62
Toyota,Corolla,2011,6000000,0,65
Honda,CR-V,1996,2600000,15,174
Subaru,Legacy,1993,1300000,19,62
Toyota,Camry,2002,5800000,0,38
Toyota,Land Cruiser,2013,23600000,0,43
Kia,Sorento,2019,18500000,2,64
Mitsubishi,Outlander,2018,10500000,14,77
Voyah,Free,2022,27000000,35,112
Toyota,Camry,2006,6700000,0,38
Zeekr,001,2023,30000000,3,5
Mitsubishi,Galant,1992,500000,14,155
Mercedes-Benz,GL 550,2006,8000000,12,856
Kia,Sorento,2021,22500000,2,64
Toyota,Camry,1992,2900000,0,38
Toyota,RAV 4,2021,18700000,0,93
Toyota,RAV 4,2017,12700000,0,93
Toyota,Camry,2019,16600000,0,38
Toyota,Camry,2021,19700000,0,38
Toyota,Land Cruiser,2021,54000000,0,43
Audi,A6,2017,17500000,6,127
Peugeot,308,2010,3000000,52,857
Toyota,Camry,2008,7100000,0,38
Toyota,Camry,1998,3500000,0,38
Hyundai,Accent,2014,6200000,13,50
Peugeot,308,2010,3000000,52,857
Toyota,Camry,2008,7100000,0,38
Toyota,Camry,1998,3500000,0,38
Hyundai,Accent,2014,6200000,13,50
Toyota,RAV 4,2017,13500000,0,93
Lexus,LX 600,2023,88000000,20,230
Toyota,Granvia,1997,2900000,0,858
Mitsubishi,Mirage,2000,1800000,14,517
Audi,A8,2011,11000000,6,117
Opel,Insignia,2013,7300000,27,859
Lexus,RX 350,2007,10500000,20,66
Nissan,Teana,2014,7800000,17,41
Mini,Countryman,2012,9358000,7,609
Toyota,Land Cruiser Prado,1993,4500000,0,21
Audi,A7,2020,37000000,6,453
Toyota,Camry,2021,21000000,0,38
Toyota,Camry,2021,19500000,0,38
Chevrolet,Nexia,2020,4450000,22,133
Audi,Q7,2023,67000000,6,131
VAZ,Vesta SW,2018,6700000,16,860
Toyota,Camry,2021,21000000,0,38
Toyota,Camry,2021,19500000,0,38
Chevrolet,Nexia,2020,4450000,22,133
Audi,Q7,2023,67000000,6,131
VAZ,Vesta SW,2018,6700000,16,860
BMW,X5,2014,17850000,11,30
Infiniti,QX80,2019,34200000,28,78
Audi,A6,2004,6000500,6,127
Toyota,Camry,2013,10700000,0,38
VAZ,2114,2007,250000,16,27
Hyundai,Elantra,2013,5600000,13,17
Mercedes-Benz,S 500,2020,90000000,12,37
BMW,530,2007,7500000,11,92
Subaru,Legacy,2002,4000000,19,62
Toyota,Land Cruiser Prado,2012,18000000,0,21
Subaru,Forester,2015,11300000,19,118
Subaru,Impreza WRX STi,1997,5999999,19,822
Toyota,Camry,2000,4400000,0,38
Audi,A6,2000,2700000,6,127
Audi,A6,2000,2700000,6,127
Toyota,4Runner,2003,10200000,0,82
Hyundai,Santa Fe,2021,17900000,13,67
BYD,Song,2022,15000000,26,861
Toyota,Land Cruiser Prado,2023,40000000,0,21
Mercedes-Benz,E 230,1988,1400000,12,153
Chevrolet,Tahoe,2022,45000000,22,479
Mazda,626,1990,530000,18,204
Hyundai,Elantra,2019,10700000,13,17
Mercedes-Benz,E 350,2006,5100000,12,83
Honda,CR-V,2005,6000000,15,174
Toyota,Corolla,2009,5500000,0,65
Mazda,3,2006,2600000,18,69
VAZ,Granta 2190,2020,4900000,16,327
Toyota,Camry,2022,24190000,0,38
Kia,Rio,2013,6100000,2,151
Mercedes-Benz,E 230,1990,1200000,12,153
Renault,Samsung SM3,2013,4150000,49,862
Mercedes-Benz,E 200,2013,11500000,12,71
Nissan,Qashqai,2015,10000000,17,182
Nissan,Navara,2012,10800000,17,642
Toyota,Camry,2003,5000000,0,38
Kia,K7,2020,15300000,2,148
Nissan,Juke,2014,7700000,17,254
Toyota,Hilux,2022,26300000,0,138
VAZ,Priora 2170,2013,3100000,16,44
Lexus,LX 600,2023,85000000,20,230
Audi,100,1989,1600000,6,22
Mercedes-Benz,B 180,2010,6000000,12,863
Toyota,Estima,2008,7800000,0,2
Toyota,Camry,2007,6000000,0,38
Daewoo,Matiz,2014,1300000,37,275
Chevrolet,Cobalt,2014,4700000,22,214
Chevrolet,Nexia,2020,3980000,22,133
Hyundai,Tucson,2023,18500000,13,107
Toyota,Camry,2007,6700000,0,38
Toyota,Camry,1997,3800000,0,38
Lexus,RX 300,2001,6300000,20,98
Toyota,Ipsum,1996,3200000,0,211
Toyota,Ipsum,1996,3200000,0,211
Audi,Q8,2022,57000000,6,351
Toyota,Camry,2013,10300000,0,38
Subaru,Legacy,1998,2900000,19,62
Nissan,X-Trail,2018,12500000,17,58
Mercedes-Benz,GLC 300,2015,17500000,12,702
BMW,X3,2022,45000000,11,475
Toyota,Camry,2019,15800000,0,38
Hyundai,Sonata,2021,14800000,13,20
Kia,Sorento,2015,12500000,2,64
Skoda,Octavia,2016,5800000,40,488
Kia,Sportage,2020,13800000,2,125
BMW,X5,2002,4900000,11,30
Chevrolet,Cobalt,2022,7300000,22,214
Toyota,Alphard,2023,2000000,0,1
Mitsubishi,Pajero,1996,3700000,14,102
BMW,X7,2020,55000000,11,147
BMW,X1,2011,7300000,11,494
Toyota,Camry,2018,13800000,0,38
Kia,Optima,2020,11666666,2,239
BMW,X1,2011,7300000,11,494
Toyota,Camry,2018,13800000,0,38
Kia,Optima,2020,11666666,2,239
Subaru,Outback,2011,8000000,19,33
Hyundai,Palisade,2022,33000000,13,144
Toyota,Camry,2019,19000000,0,38
Nissan,X-Trail,2011,8000000,17,58
Kia,K5,2021,16000000,2,4
Nissan,Juke,2014,7450000,17,254
Honda,Civic,2008,4900000,15,305
Toyota,Camry,2020,17000000,0,38
Toyota,Camry,2021,19000000,0,38
Toyota,Land Cruiser,1995,5200000,0,43
BMW,X6 M,2021,82000000,11,170
Toyota,Corolla,2022,11500000,0,65
Subaru,Forester,2019,17400000,19,118
Toyota,bZ4X,2022,16500000,0,293
Nissan,Patrol,1992,4000000,17,29
Volkswagen,ID.4,2022,21200000,23,75
Hyundai,Sonata,2020,12800000,13,20
Toyota,Land Cruiser Prado,2013,22300000,0,21
BMW,X5,2001,5400000,11,30
Hyundai,Santa Fe,2021,22000000,13,67
Toyota,bZ4X,2022,16500000,0,293
Hyundai,Elantra,2004,2150000,13,17
Nissan,Patrol,1992,4000000,17,29
Mercedes-Benz,E 220,1995,2200000,12,16
Mercedes-Benz,E 230,1989,850000,12,153
Mitsubishi,Delica,1996,3600000,14,81
Audi,Q7,2008,12000000,6,131
Kia,Sportage,2019,13000000,2,125
Toyota,Camry,2020,22700000,0,38
Geely,Monjaro,2023,18000000,59,440
Kia,Rio,2014,5650000,2,151
GAZ,69,1957,2500000,32,864
Lexus,RX 300,2018,25200000,20,98
Lexus,LX 570,2008,21000000,20,36
Toyota,Land Cruiser,2021,57000000,0,43
Mazda,626,1991,750000,18,204
Renault,Sandero Stepway,2020,7800000,49,753
Lexus,RX 330,2004,8600000,20,168
Daewoo,Nexia,2013,2800000,37,133
Kia,Cee’d,2023,10400000,2,136
Porsche,Macan,2021,41000000,8,126
Volkswagen,Touareg,2007,6800000,23,154
Hyundai,Tucson,2020,14100000,13,107
Hyundai,Elantra,2023,13900000,13,17
Land Rover,Range Rover,2021,87750000,4,6
Lexus,LX 570,2014,31500000,20,36
Mitsubishi,Pajero,2008,9800000,14,102
Infiniti,QX80,2014,19000000,28,78
Toyota,Alphard,2007,6600000,0,1
Mitsubishi,Pajero,2009,8800000,14,102
Mercedes-Benz,S 63 AMG,2023,170000000,12,42
Hyundai,Sonata,2020,11800000,13,20
Kia,K5,2021,13100000,2,4
Toyota,Land Cruiser Prado,2004,11200000,0,21
Nissan,Murano,2004,3300000,17,278
Kia,K5,2022,15700000,2,4
